"You canceled the billing agreement.","You canceled the billing agreement."
"We can't cancel the billing agreement.","We can't cancel the billing agreement."
"You deleted the billing agreement.","You deleted the billing agreement."
"We can't delete the billing agreement.","We can't delete the billing agreement."
"Reports","Informes"
"Sales","Ventas"
"View Transaction","Ver transacción"
"We found nothing to fetch because of an empty configuration.","We found nothing to fetch because of an empty configuration."
"We fetched %1 report rows from ""%2@%3.""","We fetched %1 report rows from ""%2@%3."""
"We can't fetch reports from \"%1@%2.\"","We can't fetch reports from \"%1@%2.\""
"The billing agreement ""%1"" has been canceled.","The billing agreement ""%1"" has been canceled."
"The billing agreement ""%1"" has been created.","The billing agreement ""%1"" has been created."
"We couldn't finish the billing agreement wizard.","We couldn't finish the billing agreement wizard."
"We can't start the billing agreement wizard.","We can't start the billing agreement wizard."
"Billing Agreement # %1","Billing Agreement # %1"
"We can't initialize Express Checkout.","We can't initialize Express Checkout."
"PayPal Express Checkout Token does not exist.","El símbolo para la Salida Express con Paypal no existe."
"A wrong PayPal Express Checkout Token is specified.","A wrong PayPal Express Checkout Token is specified."
"Express Checkout and Order have been canceled.","El pedido y la Caja Express se han cancelado."
"Express Checkout has been canceled.","La Caja Express se ha cancelado."
"Unable to cancel Express Checkout","Unable to cancel Express Checkout"
"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"We can't place the order.","No se puede realizar el pedido."
"We can't process Express Checkout approval.","We can't process Express Checkout approval."
"We can't initialize Express Checkout review.","We can't initialize Express Checkout review."
"We can't update shipping method.","No se puede actualizar el método de envío."
"To check out, please sign in with your email address.","To check out, please sign in with your email address."
"We can't start Express Checkout.","We can't start Express Checkout."
"Your payment has been declined. Please try again.","Your payment has been declined. Please try again."
"Requested payment method does not match with order.","Requested payment method does not match with order."
"We can't contact the PayPal gateway.","We can't contact the PayPal gateway."
"PayPal response hasn't required fields.","La respuesta de PayPal no tiene campos obligatorios."
"Something went wrong while processing your order.","Something went wrong while processing your order."
"PayPal gateway has rejected request. %1","PayPal gateway has rejected request. %1"
"The PayPal gateway rejected the request. %1","The PayPal gateway rejected the request. %1"
"I'm sorry - but we were not able to process your payment. Please try another payment method or contact us so we can assist you.","Lo sentimos, pero no hemos podido procesar su pago. Por favor, introduzca otro método de pago o póngase en contacto con nosotros si necesita ayuda."
"I'm sorry - but we are not able to complete your transaction. Please contact us so we can assist you.","Lo sentimos, pero no hemos podido finalizar su transacción. Por favor, póngase en contacto con nosotros si necesita ayuda."
"The payment method code is not set.","The payment method code is not set."
"The reference ID is not set.","The reference ID is not set."
"Unable to save Billing Agreement:","No se puede guardar el contrato de facturación:"
"Active","Activo"
"Canceled","Cancelado"
"The customer ID is not set.","The customer ID is not set."
"The Billing Agreement status is not set.","The Billing Agreement status is not set."
"The PayPal certificate does not exist.","The PayPal certificate does not exist."
"We prefer PayPal (150 X 60)","Preferimos PayPal (150 X 60)"
"We prefer PayPal (150 X 40)","Preferimos PayPal (150 X 40)"
"Now accepting PayPal (150 X 60)","Ahora se acepta Paypal (150 X 60)"
"Now accepting PayPal (150 X 40)","Se acepta PayPal (150 X 40)"
"Payments by PayPal (150 X 60)","Pagos por PayPal (150 X 60)"
"Payments by PayPal (150 X 40)","Pagos por PayPal (150 X 40)"
"Shop now using (150 X 60)","Compre ahora utilizando (150 X 60)"
"Shop now using (150 X 40)","Compre ahora usando (150 X 40)"
"Dynamic","Dinámico"
"Static","Estático"
"Shortcut","Acceso directo"
"Acceptance Mark Image","Imagen de señal de aceptación"
"Authorization","Autorización"
"Sale","Venta"
"Yes","Sí"
"No","No 	"
"For Virtual Quotes Only","Solo para presupuestos en línea"
"Auto","Auto"
"Ask Customer","Preguntar al cliente"
"Never","Nunca"
"IPN (Instant Payment Notification) Only","Nur IPN (Sofortzahlungsbenachrichtigung)"
"API Signature","Firma API"
"API Certificate","Certificdo API"
"The ordering amount of %1 is pending approval on the payment gateway.","The ordering amount of %1 is pending approval on the payment gateway."
"Ordered amount of %1","Ordered amount of %1"
"We'll authorize the amount of %1 as soon as the payment gateway approves it.","We'll authorize the amount of %1 as soon as the payment gateway approves it."
"The authorized amount is %1.","The authorized amount is %1."
"The maximum number of child authorizations is reached.","Se ha alcanzado el número máximo de autorizaciones infantiles."
"PayPal can't process orders with a zero balance due. To finish your purchase, please go through the standard checkout process.","PayPal can't process orders with a zero balance due. To finish your purchase, please go through the standard checkout process."
"A payer is not identified.","A payer is not identified."
"Cannot get secure form URL from PayPal","Cannot get secure form URL from PayPal"
"Last Transaction ID","Última Identificación de Transacción"
"This customer didn't include a confirmed address.","This customer didn't include a confirmed address."
"The payment is authorized but not settled.","El pago se ha autorizado, pero no se ha realizado."
"The payment eCheck is not cleared.","The payment eCheck is not cleared."
"The merchant holds a non-U.S. account and doesn't have a withdrawal mechanism.","The merchant holds a non-U.S. account and doesn't have a withdrawal mechanism."
"The payment currency doesn't match any of the merchant's balances currency.","The payment currency doesn't match any of the merchant's balances currency."
"The payment is pending while it is being reviewed by PayPal for risk.","El pago está pendiente, PayPal lo está revisando para asegurarse."
"The payment is pending because it was made to an email address that is not yet registered or confirmed.","El pago está pendiente porque se ha realizado a una dirección de mail que todavía no se ha registrado o confirmado."
"The merchant account is not yet verified.","Todavía no se ha verificado la cuenta de vendedor."
"The payment was made via credit card. In order to receive funds merchant must upgrade account to Business or Premier status.","El pago se ha realizado mediante tarjeta de crédito. Para recibir los fondos el vendedor tiene que actualizar la cuenta a estado Business o Premier."
"Sorry, but something went wrong. Please contact PayPal customer service.","Sorry, but something went wrong. Please contact PayPal customer service."
"A reversal has occurred on this transaction due to a chargeback by your customer.","Se ha producido una revocación en esta transacción a causa de una cancelación de cargo por parte del cliente."
"A reversal has occurred on this transaction due to your customer triggering a money-back guarantee.","Se ha producido una revocación en esta transacción a causa de que el cliente ha puesto en marcha la garantía de devolución del dinero."
"A reversal has occurred on this transaction due to a complaint about the transaction from your customer.","Se ha producido una revocación en esta transacción a causa de una queja acerca de la misma por parte del cliente."
"A reversal has occurred on this transaction because you have given the customer a refund.","Se ha producido una revocación en esta transacción porque ha efectuado un reembolso al cliente."
"Reversal of an adjustment.","Revocación de un ajuste."
"Transaction reversal due to fraud detected by PayPal administrators.","Los administradores de PayPal han revocado la transacción a causa de la detección de fraude."
"Transaction reversal by PayPal administrators.","Revocación de la transacción por parte de los administradores de PayPal."
"Reimbursement for a chargeback.","Devolución o reembolso."
"Settlement of a chargeback.","Liquidación de una transacción devuelta."
"A reversal has occurred on this transaction because of a customer dispute suspecting unauthorized spoof.","Se ha producido una revocación en esta transacción a causa de un conflicto con un cliente que sospecha que se le ha engañado sin su autorización."
"Buyer claims that he did not receive goods or service.","El comprador reclama que no recibió los artículos o el servicio."
"Buyer claims that the goods or service received differ from merchant’s description of the goods or service.","El comprador reclama que los artículos o el servicio recibido difieren de la descripción proporcionada por el minorista de los artículos o del servicio."
"Buyer claims that he/she did not authorize transaction.","El comprador reclama que no autorizó la transacción."
"A case that has been resolved and close requires a reimbursement.","Un caso que se ha resuelto y cerrado requiere un reembolso."
"Buyer claims that a possible duplicate payment was made to the merchant.","El comprador reclama que se ha efectuado un posible pago duplicado al minorista."
"Buyer claims that the received merchandise is unsatisfactory, defective, or damaged.","El comprador reclama que la mercancía que ha recibido es insatisfactoria, defectuosa o está dañada."
"Unknown reason. Please contact PayPal customer service.","Razones desconocidas. Por favor, contacte el servicio de atención al cliente de PayPal."
"Payer ID","Id. del pagador"
"Payer Email","Correo electrónico del pagador"
"Payer Status","Situación del comprador"
"Payer Address ID","Id. de dirección del pagador"
"Payer Address Status","Estado de la dirección del comprador"
"Merchant Protection Eligibility","Requisitos de protección de mercado"
"Triggered Fraud Filters","Filtros de Fraude Desencadenados"
"Last Correlation ID","Última Identificación de Correlación"
"Address Verification System Response","Respuesta del sistema de verificación de dirección"
"CVV2 Check Result by PayPal","Resultado de comprobación CVV2 por PayPal"
"AVS Street Match","AVS Street Match"
"AVS zip","AVS zip"
"International AVS response","International AVS response"
"Buyer's Tax ID","Buyer's Tax ID"
"Buyer's Tax ID Type","Buyer's Tax ID Type"
"Chargeback","Devolución del importe"
"Complaint","Reclamación"
"Dispute","Conflicto"
"Matched Address only (no ZIP)","Sólo dirección correspondiente (no CP)"
"Matched Address only (no ZIP) International","Matched Address only (no ZIP) International"
"No Details matched","No ha habido coincidencias"
"No Details matched. International","Los detalles no coinciden. Internacional"
"Exact Match.","Exact Match."
"Exact Match. Address and Postal Code. International","Coincidencia exacta. Dirección y Código Postal. Internacional"
"Exact Match. Address and Postal Code. UK-specific","Coincidencia exacta. Dirección y Código Postal. Específico para Reino Unido"
"N/A. Not allowed for MOTO (Internet/Phone) transactions","N/A. No disponible para transacciones MOTO (Internet/móvil)"
"N/A. Global Unavailable","No disponible. Global no disponible."
"N/A. International Unavailable","No disponible. Internacional no disponible."
"Matched five-digit ZIP only (no Address)","Sólo Encaja el Código Postal de cinco dígitos (no la Dirección)"
"Matched Postal Code only (no Address)","Sólo Encaja el Código Postal (no la Dirección)"
"N/A. Retry","No disponible. Vuelva a intentar."
"N/A. Service not Supported","N/A. Servicio no disponible."
"N/A. Unavailable","No disponible. No disponible."
"Matched whole nine-didgit ZIP (no Address)","Sólo Encaja el Código Postal de nueve dígitos (no la Dirección)"
"Yes. Matched Address and five-didgit ZIP","Sí. La dirección y el código postal de cinco dígitos coinciden."
"All the address information matched","Coincide toda la información de dirección"
"None of the address information matched","Ninguna información de la dirección coincide"
"Part of the address information matched","Parte de la información de la dirección coincidió"
"N/A. The merchant did not provide AVS information","N/A. El comerciante no ha proporcionado la información AVS"
"N/A. Address not checked, or acquirer had no response. Service not available","No disponible. No se ha comprobado la dirección o el usuario no obtuvo respuesta. Servicio no disponible."
"Matched (CVV2CSC)","CVV2CSC coincidentes."
"No match","No ha habido coincidencias"
"N/A. Not processed","No disponible. No procesado."
"N/A. Service not supported","N/A. Servicio no operativo"
"N/A. Service not available","No disponible. Servicio no disponible."
"N/A. No response","No disponible. Sin respuesta."
"Matched (CVV2)","Emparejado (CVV2)"
"N/A. The merchant has not implemented CVV2 code handling","No disponible. El comerciante no ha implementado la gestión del código CVV2."
"N/A. Merchant has indicated that CVV2 is not present on card","No disponible. El comerciante ha notificado que su tarjeta no tiene CVV2."
"CNPJ","CNPJ"
"CPF","CPF"
"Note: %1","Note: %1"
"IPN ""%1"". Case type ""%2"". Case ID ""%3"" %4","IPN ""%1"". Case type ""%2"". Case ID ""%3"" %4"
"IPN ""%1"". A dispute has been resolved and closed. %2 Transaction amount %3.","IPN ""%1"". A dispute has been resolved and closed. %2 Transaction amount %3."
"You notified customer about invoice #%1.","You notified customer about invoice #%1."
"IPN ""%1"". %2 Transaction amount %3. Transaction ID: ""%4""","IPN ""%1"". %2 Transaction amount %3. Transaction ID: ""%4"""
"You notified customer about creditmemo #%1.","You notified customer about creditmemo #%1."
"IPN ""%1""","IPN ""%1"""
"Payflow PNREF: #%1.","Payflow PNREF: #%1."
"Unable to fetch transaction details.","Unable to fetch transaction details."
"Invalid method %1::%2(%3)","Invalid method %1::%2(%3)"
"Transaction has been declined","Transaction has been declined"
"Error processing payment, please try again later.","Error processing payment, please try again later."
"We cannot send the new order email.","We cannot send the new order email."
"You cannot void a verification transaction.","You cannot void a verification transaction."
"You need an authorization transaction to void.","You need an authorization transaction to void."
"We can't issue a refund transaction because there is no capture transaction.","We can't issue a refund transaction because there is no capture transaction."
"We cannot create a target file for reading reports.","We cannot create a target file for reading reports."
"Report Date","Fecha del informe"
"Merchant Account","Cuenta del comerciante"
"Transaction ID","Número identificativo de la transacción"
"Invoice ID","Identificación de la Factura"
"PayPal Reference ID","Id. de referencia de PayPal"
"PayPal Reference ID Type","Tipo de Id. de referencia de PayPal"
"Event Code","Código de evento"
"Event","Evento"
"Start Date","Fecha de inicio"
"Finish Date","Finish Date"
"Debit or Credit","Débito o crédito"
"Gross Amount","Total bruto"
"Fee Debit or Credit","Comisión débito o crédito"
"Fee Amount","Importe de la comisión"
"Custom","Personalizado"
"Order ID","Pedido ID"
"Preapproved Payment ID","Identificación del Pago Pre-autorizado"
"Subscription ID","ID de Suscripción."
"Credit","Crédito"
"Debit","Débito"
"ACH Deposit (Hold for Dispute or Other Investigation)","Depósito ACH (En espera por conflicto u otra investigación)"
"ACH Deposit (Reversal)","Depósito ACH (Revocación)"
"ACH Funding for Funds Recovery from Account Balance","Financiación ACH para recuperación de fondos desde el balance de cuenta"
"ACH Withdrawal","Retirada ACH"
"Account-to-Account Payment, initiated by PayPal","Pago Cuenta-a-Cuenta, iniciado por PayPal"
"Auction Payment other than through eBay","Pago por subasta diferente de eBay"
"AutoSweep","AutoBarrido"
"Available Balance","Balance disponible"
"Balance Manager Account Bonus","Bono de cuenta del gestor de balance"
"Bonus for first ACH Use","Bono por el primer uso de ACH"
"Buyer Credit Payment","Pago de crédito de comprador"
"Charge-off","Adeudo del importe"
"Coupon Redemption","Reembolso de cupón"
"Currency Conversion required to cover negative balance","Se requiere una conversión de divisas para cubrir el saldo negativo"
"Debit Card Cash Back","Retirada de efectivo de tarjeta de débito"
"Debit Card Transaction","Transacción con tarjeta de débito"
"Direct Payment API","API de pago directo"
"EFT Funding (German banking)","Transacción EFT (Bancos alemanes)"
"Express Checkout APIs","APIs de Paso por Caja Express"
"Fee Reversal","Retroceso de comisiones"
"Fee: Foreign ACH Withdrawal","Comisión: Retirada ACH en el extranjero"
"Fee: Mass Pay Request","Comisión: Solicitud de pago masivo"
"Fee: Web Site Payments Pro Account Monthly","Comisión: Cuenta web site payments pro mensual"
"Fee: WorldLink Check Withdrawal","Comisión: Retirada mediante cheque WorldLink"
"Funding","Fondos"
"General (Authorization)","General (Autorización)"
"General (Dividend)","General (Dividendo)"
"General (Funds Transfer from PayPal Account to Another)","General (Transferencia de Fondos desde una Cuenta Paypal a Otra Cuenta)"
"General (Purchase with a credit card)","General (Compra con una tarjeta de crédito)"
"General Adjustment without businessrelated event","Ajuste general sin ningún acontecimiento relacionado con el negocio"
"General Currency Conversion","Conversión de divisa general"
"General Funding of PayPal Account ","Fondos generales de la cuenta de PayPal"
"General Redemption","Amortización general"
"General Withdrawal from PayPal Account","Retirada de fondos general desde la cuenta de PayPal"
"General. Product no longer supported","General. Este producto ya no está admitido"
"General: Use of PayPal account for purchasing as well as receiving payments","General: Uso de la cuenta PayPal tanto para comprar como para recibir pagos"
"General: Withdrawal from PayPal Account","General: Retirada de fondos desde la cuenta de PayPal"
"General: Withdrawal to Non-Bank Entity","General: Retirada de fondos a una Entidad No Bancaria"
"General: adjustment of a type not belonging to the other T12xx categories","General: ajuste de una clase no perteneciente a las otras T12xx categorías"
"General: bonus of a type not belonging to the other T08xx categories","General: bonificación de una clase no perteneciente a las otras T08xx categorías"
"General: event not yet categorized","General: suceso no catalogado aún"
"General: non-payment fee of a type not belonging to the other T01xx categories","General: tarifa de impago de una clase no perteneciente a las otras T01xx categorías"
"General: received payment of a type not belonging to the other T00xx categories","General: pago recibido de una clase no perteneciente a las otras T00xx categorías"
"General: reversal of a type not belonging to the other T11xx categories","General: revocación de una clase no perteneciente a las otras T01xx categorías"
"General: temporary hold of a type not belonging to the other T15xx categories","General: cargo temporal de una clase no perteneciente a las otras T15xx categorías"
"Gift Certificate Payment: purchase of Gift Certificate","Pago de cheque regalo: compra de cheque regalo"
"Gift Certificate Redemption","Canjear cheque regalo"
"Hidden Virtual PayPal Debit Card Transaction","Transacción oculta de tarjeta virtual de Débito PayPal"
"Hold for Dispute Investigation","Manténgase a la espera de la investigación sobre la disputa"
"Incentive","Incentivo"
"Mass Pay Payment","Pago Agrupado"
"Merchant Referral Bonus","Bonificación de referencia del comerciante"
"Mobile Payment (made via a mobile phone)","Pago móvil (realizado vía teléfono móvil)"
"Negative Balance","No disponible. Saldo negativo"
"Open Authorization","Abrir la autorización"
"PayPal Balance Manager function of PayPal account","Función del gestor de saldo de PayPal de la cuenta de PayPal"
"PayPal Buyer Warranty Bonus","Bonificación de garantía del comprador en PayPal"
"PayPal Debit Card Cash Advance","Adelanto de efectivo de una tarjeta de débito en PayPal"
"PayPal Debit Card Withdrawal from ATM","Retiro de dinero de tarjeta de débido de PayPal desde un cajero automático"
"PayPal Protection Bonus","Bono de protección de PayPal"
"Payment Refund initiated by merchant","Reembolso de Pago iniciado por el comerciante"
"Points Incentive Redemption","Puntos de incentivo por cancelación"
"Postage Payment to either USPS or UPS","Pago de los Gastos de Envío bien a USPS o a UPS"
"Preapproved Payment (BillUser API, either sent or received","Preapproved Payment (BillUser API, either sent or received"
"Reauthorization","Reautorización"
"Reimbursement of Chargeback","Reembolso de una transacción devuelta"
"Reversal","Inversión"
"Reversal of General Account Hold","Revocación de cargo general en cuenta"
"Reversal of Points Usage","Inversión de los puntos de utilización"
"Reversal of hold for Dispute Investigation","Reposición por la investigación de la disputa"
"Reward Voucher Redemption","Realizar canje de vales"
"Settlement Consolidation","Consolidación del acuerdo"
"Subscription Payment, either payment sent or payment received","Pago de suscripción, bien sea pago enviado o recibido."
"User-initiated Currency Conversion","Conversión de moneda iniciada por el usuario"
"Virtual PayPal Debit Card Transaction","Transacción de tarjeta de débito de PayPal virtual"
"Virtual Terminal Payment","Pago Terminal virtual"
"Void","Nulo"
"WorldLink Withdrawal","Retirada de Fondos WorldLink"
"eBay Auction Payment","Pago de subasta de eBay"
"The PayPal certificate file is empty.","The PayPal certificate file is empty."
"Header (center)","Cabecera (centro)"
"Sidebar (right)","Barra lateral (derecha)"
"Near PayPal Credit checkout button","Near PayPal Credit checkout button"
"--Please Select--","--Seleccione--"
"Daily","Diario"
"Every 3 days","Cada 3 días"
"Every 7 days","Cada 7 días"
"Every 10 days","Cada 10 días"
"Every 14 days","Cada 14 días"
"Every 30 days","Cada 30 días"
"Every 40 days","Cada 40 días"
"No Logo","Sin logotipo"
"Yes (PayPal recommends this option)","Sí (PayPal recomienda esta opción)"
"Created billing agreement #%1.","Created billing agreement #%1."
"We can't create a billing agreement for this order.","We can't create a billing agreement for this order."
"Pending PayPal","Pendiente de pago en PayPal"
"PayPal Reversed","PayPal Reversed"
"PayPal Canceled Reversal","PayPal Canceled Reversal"
"Error","Error"
"Billing Agreement","Acuerdo de pago"
"Please Select","Por favor escoja"
"Customer","Cliente"
"Created At","Creado en"
"Updated At","Actualizado en"
"Not sure what PayPal payment method to use? Click ","Not sure what PayPal payment method to use? Click "
"here","here"
" to learn more."," to learn more."
"Important: ","Wichtig: "
"To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website.","Wenn Sie PayPal-Payments-Advanced verwenden möchten, müssen Sie Ihr PayPal-Payments-Advanced-Konto auf der PayPal-Webseite konfigurieren."
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Nachdem Sie in Ihr erweitertes PayPal-Konto eingeloggt sind, navigieren Sie zum Menü Service-Einstellungen - gehostete Checkout-Seiten  - Set Up-Menü und legen Sie die unten beschriebenen Optionen an"
"To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website.","Wenn Sie PayPal-Payflow-Link verwenden möchten, müssen Sie Ihr PayPal-Payflow-Link-Konto auf der PayPal-Webseite konfigurieren."
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Nachdem Sie in Ihr Konto PayPal Payflow Link eingeloggt sind, navigieren Sie zum Menü Service-Einstellungen - gehostete Checkout-Seiten  - Set Up-Menü und legen Sie die unten beschriebenen Optionen an"
"Billing Agreement # ","Billing Agreement # "
"Agreement Information","Información del acuerdo"
"Reference ID:","ID de referencia:"
"Status:","Estado:"
"Created:","Creado:"
"Updated:","Actualizado:"
"Payment Method:","Forma de pago "
"Order #","Pedido nº "
"Date","Fecha"
"Ship To","Enviar a"
"Order Status","Estado de pedido"
"View Order","Ver pedido"
"Back to Billing Agreements","Volver a los contratos de facturación"
"Payment Method","Método de pago"
"View","Ver"
"There are no billing agreements yet.","Todavía no hay acuerdos de facturación."
"New Billing Agreement","Nuevo acuerdo de facturación"
"You will be redirected to the payment system website.","Usted será redirigido a la página web del sistema de pago."
"-- Please Select --","--Seleccione--"
"Create...","Crear..."
"Create a new wish list", "Crear nuevo mis favoritos"
"Your credit card will be charged for","Se cargará en su tarjeta de crédito"
"Your billing agreement # is: ","Your billing agreement # is: "
"Shipping Method","Método de envío"
"Please select a shipping method...","Por favor, elija un método de envío..."
"Update Shipping Method","Actualizar modo de envío"
"Sorry, no quotes are available for this order right now.","Sorry, no quotes are available for this order right now."
"Shipping Address","Dirección de envío"
"Edit","Editar"
"Buy now with PayPal","Buy now with PayPal"
"Edit Payment Information","Editar la información de pago"
"Items in Your Shopping Cart","Artículos en su carro de compras"
"Edit Shopping Cart","Editar carro de compras"
"Place Order","Realizar pedido"
"Submitting order information...","Enviando la información del pedido..."
"Item","Articulo"
"Price","Precio"
"Qty","Cantidad"
"Subtotal","Subtotal"
"Please update order data to get shipping methods and rates","Por favor, actualice los datos del pedido para obtener métodos de envío y tarifas"
"or","o"
"Checkout with PayPal","Realizar pago con PayPal"
"Please do not refresh the page until you complete payment.","No actualice la página hasta que complete el pago."
"You will be required to enter your payment details after you place an order.","Se le solicitará que introduzca los detalles del pago tras realizar el pedido."
"Continue","Continuar"
"Additional Options","Opciones adicionales"
"-- Please Select Billing Agreement--","-- Por favor, seleccione el acuerdo de facturación--"
"Acceptance Mark","Señal de aceptación"
"What is PayPal?","¿Qué es PayPal?"
"Sign a billing agreement to streamline further purchases  with PayPal.","Sign a billing agreement to streamline further purchases  with PayPal."
"Sorry, something went wrong.","Sorry, something went wrong."
"Sorry, something went wrong. Please try again later.","Sorry, something went wrong. Please try again later."
"Merchant Location","Ubicación del minorista"
"Merchant Country","País de envío"
"If not specified, Default Country from General Config will be used","Si no se especifica, use el país por defecto de la configuración general."
"
                    PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>
                ","
                    PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>
                "
"Choose a secure bundled payment solution for your business.","Elija una solución de pago por lotes segura para su empresa."
"Payments Pro and Express Checkout","Payments Pro y Pago exprés"
"Basic Settings - PayPal Payments Pro","Ajustes básicos: PayPal Payments Pro"
"PayPal Payment Gateways","Pasarela de pago PayPal"
"Process payments using your own internet merchant account.","Procese pagos mediante su propia cuenta de minorista en internet."
"PayPal Express Checkout","Pago exprés de PayPal"
"Add another payment method to your existing solution or as a stand-alone option.","Añada otro método de pago a sus actuales soluciones o como una opción independiente."
"1","1"
"Accept payments with a completely customizable checkout page.","Acepta pagos con una página de procesos de compra en línea completamente personalizable."
"PayPal Payment Solutions","Soluciones de pago de PayPal"
"Express Checkout","Paso por Caja Express"
"Add PayPal as an additional payment method to your checkout page.","Añada PayPal como método de pago adicional a su página de procesos de compra en línea."
"Required PayPal Settings","Configuración obligatoria de PayPal"
"Email Associated with PayPal Merchant Account","Correo electrónico asociado con la cuenta de minorista de PayPal"
"
                        <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                    ","
                        <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                    "
"Don't have a PayPal account? Simply enter your email address.","¿No tiene una cuenta PayPal? Simplemente introduzca su dirección de correo electrónico."
"API Authentication Methods","Métodos de autenticación API"
"API Username","Nombre de usuario API"
"API Password","Contraseña API"
"Get Credentials from PayPal","Obtenga sus credenciales de PayPal"
"Sandbox Credentials","Credenciales de Supervisión"
"Sandbox Mode","Modo de prueba"
"API Uses Proxy","Proxy de usos API"
"Proxy Host","Servidor Proxy"
"Proxy Port","Puerto proxy"
"Enable this Solution","Habilitar esta solución"
"Enable PayPal Credit","Enable PayPal Credit"
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>
                ","PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>
                "
"Advertise PayPal Credit","Advertise PayPal Credit"
"
                    <a href=\"https:/financing.paypal.com/ppfinportal/content/whyUseFinancing\" target=\"_blank\">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=\"https:/financing.paypal.com/ppfinportal/content/forrester\" target=\"_blank\">See Details</a>.
                ","
                    <a href=\"https:/financing.paypal.com/ppfinportal/content/whyUseFinancing\" target=\"_blank\">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=\"https:/financing.paypal.com/ppfinportal/content/forrester\" target=\"_blank\">See Details</a>.
                "
"Publisher ID","Publisher ID"
"Required to display a banner","Necesario para mostrar un banner"
"Get Publisher ID from PayPal","Obtenga la ID del editor de PayPal"
"Home Page","Página de inicio"
"Display","Mostrar"
"Size","Tamaño"
"Catalog Category Page","Página de categorías del catálogo"
"Catalog Product Page","Página de artículos del catálogo"
"Checkout Cart Page","Página de pedidos de la carrito"
"Basic Settings - PayPal Express Checkout","Ajustes básicos: Pago exprés de PayPal"
"Title","Título"
"It is recommended to set this value to ""Magento_Paypal"" per store views.","It is recommended to set this value to ""Magento_Paypal"" per store views."
"Sort Order","Orden de aparición"
"Payment Action","Acción de pago"
"Display on Product Details Page","Mostrar en páginas de detalles del artículo"
"Authorization Honor Period (days)","Período de autorización (días)"
"Specifies what the Authorization Honor Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.","Especifica cuál es el período de autorización de la cuenta de PayPal del comerciante. Tiene que ser igual a la configuración de PayPal."
"Order Valid Period (days)","Período válido del pedido (días)"
"Specifies what the Order Valid Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.","Especifica cuál es el período de validez del pedido de la cuenta de PayPal del comerciante. Tiene que ser igual a la configuración de PayPal."
"Number of Child Authorizations","Número de autorizaciones infantiles"
"The default number of child authorizations in your PayPal account is 1. To do multiple authorizations please contact PayPal to request an increase.","El número de autorizaciones infantiles por defecto de su cuenta de PayPal es 1. Para tener autorizaciones múltiples, póngase en contacto con PayPal para solicitar un aumento."
"Advanced Settings","Configuración avanzada"
"Display on Shopping Cart","Mostrar en carrito de compras"
"Also affects mini-shopping cart.","También afecta al mini-carro de la compra."
"Payment Applicable From","Pago posible desde"
"Countries Payment Applicable From","Países desde los que es posible el pago"
"Debug Mode","Modo depuración"
"Enable SSL verification","Habilitar verificación SSL"
"Transfer Cart Line Items","Transferir la línea de los artículos en el carrito"
"Transfer Shipping Options","Transferir las opciones de envío"
